0,0,0.0892857,0.075,0.55
0.0350877,0.0377358,0.0612245,0.175,0.475
0.025,0.0714286,0.15,0.175,0.464286
0.125,0.175,0.214286,0.425,0.6
0.45,0.55,0.5,0.475,1
