0.647059,0.490196,0.211538,0.0192308,0.0188679
0.365385,0.339623,0.215686,0.0192308,0.0192308
0.23913,0.176471,0.0576923,0.0384615,0
0.115385,0.0769231,0.0769231,0.0961538,0.0192308
0,0.0188679,0.0188679,0.0188679,0
